,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length
10,c497f40d-ef5a-4808-83f6-65762f2af59c,Travel Electrical Adaptor Connection Pack Adapter,"Features:,*Each adapter clearly labeled for easy identification.,*Selection guide makes adapter identification quick and easy,*Deluxe organizer case holds all adapters,*Mini-zipper case lets you carry just the adapters you need",electronics,15.0,13.0,15.0,Accepted,12.0,"	Buyer: That seems reasonable. I'll take it for $12.
",[12.0],['accept'],"
      =================================================================================================
      Negotiation for: <Travel Electrical Adaptor Connection Pack Adapter>
      =================================================================================================
      	Buyer: That seems reasonable. I'll take it for $12.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 12.0
      =================================================================================================
      ",2.0,0.2,-1.0,1,2.0
11,2a9d3e5b-434e-4175-8895-54f6a60f9569,Panasonic DVD Player,"Panasonic DVD Player: in excellent condition with no blemishes, scratches or dents. Looks and operates as if new.",electronics,55.0,41.0,55.0,Accepted,48.0,"	Buyer: Hi, I'm interested in the Panasonic DVD Player. What's the current price?
	Seller: According to my listing, the current price is $55.00.
	Buyer: That's a bit above my budget, but I really need a new DVD player. Do you have any flexibility with the price?
	Seller: Honestly, I've been looking for a deal like this, and that's the price I'm willing to pay.
	Buyer: I understand you're looking for a deal, but I can do $45 and I'm willing to throw in some free DVD extras.
	Seller: Can you tell me more about those free DVD extras? What kind of DVDs are they?
	Buyer: Actually, I was thinking more along the lines of a bundle deal where you'd give me the DVD player and a few DVDs to get started, maybe a couple of new releases. Nothing too expensive, just some extra value to sweeten the deal.
	Seller: What kind of bundles are you thinking of, and how would they work?
	Buyer: I can do $50, but I'd need you to throw in a few new DVDs, maybe a few popular ones, to really make the deal worthwhile.
	Seller: Hi, I was hoping we could discuss the price a bit more. The current listing price is $55.00, but I'm willing to consider a lower price. Do you think $50 would be a fair offer considering the condition of the DVD player?
	Buyer: I was thinking more along the lines of $48, considering the excellent condition of the DVD player.
	Seller: Thanks for your time today, and I appreciate your willingness to negotiate. However, I've already determined my target price to be $55.00. Would you be willing to consider this price?
	Buyer: I think $48 is a bit closer to my target price, but I'll meet you halfway and do $51.
	Seller: I think $48 is a great compromise. I appreciate your willingness to negotiate and your flexibility on the condition.
","[-1.0, -1.0, -1.0, -1.0, 45.0, -1.0, -1.0, -1.0, 50.0, -1.0, 48.0, -1.0, 48.0, 48.0]","['intro', 'inform', 'inform', 'insist', 'counter-price', 'inquire', 'inform', 'inquire', 'offer', 'inform', 'counter-price', 'inform', 'counter-price', 'agree']","
      =================================================================================================
      Negotiation for: <Panasonic DVD Player>
      =================================================================================================
      	Buyer: Hi, I'm interested in the Panasonic DVD Player. What's the current price?
	Seller: According to my listing, the current price is $55.00.
	Buyer: That's a bit above my budget, but I really need a new DVD player. Do you have any flexibility with the price?
	Seller: Honestly, I've been looking for a deal like this, and that's the price I'm willing to pay.
	Buyer: I understand you're looking for a deal, but I can do $45 and I'm willing to throw in some free DVD extras.
	Seller: Can you tell me more about those free DVD extras? What kind of DVDs are they?
	Buyer: Actually, I was thinking more along the lines of a bundle deal where you'd give me the DVD player and a few DVDs to get started, maybe a couple of new releases. Nothing too expensive, just some extra value to sweeten the deal.
	Seller: What kind of bundles are you thinking of, and how would they work?
	Buyer: I can do $50, but I'd need you to throw in a few new DVDs, maybe a few popular ones, to really make the deal worthwhile.
	Seller: Hi, I was hoping we could discuss the price a bit more. The current listing price is $55.00, but I'm willing to consider a lower price. Do you think $50 would be a fair offer considering the condition of the DVD player?
	Buyer: I was thinking more along the lines of $48, considering the excellent condition of the DVD player.
	Seller: Thanks for your time today, and I appreciate your willingness to negotiate. However, I've already determined my target price to be $55.00. Would you be willing to consider this price?
	Buyer: I think $48 is a bit closer to my target price, but I'll meet you halfway and do $51.
	Seller: I think $48 is a great compromise. I appreciate your willingness to negotiate and your flexibility on the condition.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 48.0
      =================================================================================================
      ",0.0,0.12727272727272726,1.0,14,0.0
12,aa477e27-290b-4db8-9f46-843710ac0ca6,Sol Republic Wireless Bluetooth Headphones,"A2 Sound Engines with clear highs and detailed deep bass,Super-Power Wireless - Control Tracks Air from up to 150 feet away",electronics,155.0,93.0,155.0,Accepted,88.0,"	Buyer: Hi, I'm interested in purchasing the Sol Republic Wireless Bluetooth Headphones. Could you tell me more about the pricing?
	Seller: Hi, the Sol Republic Wireless Bluetooth Headphones are listed here: https://www.sol.com/wireless-headphones.
	Buyer: I've checked the website, but I'd like to get a better sense of the price for this specific pair we're talking about. Can you tell me what's the current asking price for these headphones?
	Seller: I apologize, but I was
	Buyer: The listing price on the website is $155, but I think we can discuss a better price for this specific pair since we're talking directly.
	Seller: Can you tell me more about the current asking price for these headphones since we're talking directly?
	Buyer: I've taken a closer look at the specific pair we're discussing, and I was thinking more along the lines of $88.
	Seller: That's a fair price, I think we can agree on $88.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 88.0, 88.0]","['intro', 'inform', 'inform', 'inform', 'inform', 'offer', 'init-price', 'agree']","
      =================================================================================================
      Negotiation for: <Sol Republic Wireless Bluetooth Headphones>
      =================================================================================================
      	Buyer: Hi, I'm interested in purchasing the Sol Republic Wireless Bluetooth Headphones. Could you tell me more about the pricing?
	Seller: Hi, the Sol Republic Wireless Bluetooth Headphones are listed here: https://www.sol.com/wireless-headphones.
	Buyer: I've checked the website, but I'd like to get a better sense of the price for this specific pair we're talking about. Can you tell me what's the current asking price for these headphones?
	Seller: I apologize, but I was
	Buyer: The listing price on the website is $155, but I think we can discuss a better price for this specific pair since we're talking directly.
	Seller: Can you tell me more about the current asking price for these headphones since we're talking directly?
	Buyer: I've taken a closer look at the specific pair we're discussing, and I was thinking more along the lines of $88.
	Seller: That's a fair price, I think we can agree on $88.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 88.0
      =================================================================================================
      ",1.161290322580645,0.432258064516129,-0.16129032258064524,8,0.14516129032258063
13,004ae449-2c9c-4c29-b133-035ba955ff36,2010 camaro ss   on zl1 rims runs good 2018 tags clean title,selling my 2010 camaro ss  6.2L  auto and  maunal  runs good  120miles,car,14800.0,11248.0,14800.0,Accepted,11900.0,"	Buyer: It's a great car, low mileage, and clean title.
	Seller: Thanks for the info, sounds like a great car. Can you tell me a little bit more about the maintenance history and the condition of the interior?
	Buyer: Actually, I've had it serviced regularly and it runs great, 120 miles are very low for a 2010 model. And the interior is actually pretty clean and well-maintained, with no major stains or tears.
	Seller: I appreciate your transparency about the maintenance history, it really shows that the car has been well cared for. And I'm glad to hear that the interior is clean and well-maintained, that's a big plus.
	Buyer: I'm really interested in the car, and I think it's a great value. Can we discuss the price? I was thinking more along the lines of $12,000.
	Seller: Just to confirm, the car has a clean title, regular maintenance history, and low mileage, right? And you're thinking of selling it for $12,000?
	Buyer: That sounds like a fair deal, shall we say 11,800 takes my mind off of it?
	Seller: I think $11,500 is a fair price for a car with such a low mileage, regular maintenance history, and clean title. Would you be open to meeting in the middle at $11,500?
	Buyer: I think $11,800 is a bit lower than I was hoping for, but I'm willing to compromise. How about we meet at $11,600?
	Seller: I understand where you're coming from, but I think we can do better than that. Considering the car's low mileage and regular maintenance history, I was thinking more along the lines of $12,000.
	Buyer: I think we're getting close, so how about we meet right in the middle at eleven ninety.
	Seller: I'm glad we could come to an agreement. Your 2010 Camaro SS 6.2L auto with manual transmission and 120
","[-1.0, -1.0, -1.0, -1.0, 12000.0, -1.0, -1.0, 11500.0, 11800.0, 12000.0, -1.0, 11900.0]","['inform', 'intro', 'inform', 'inform', 'init-price', 'inform', 'offer', 'counter-price', 'counter-price', 'counter-price', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <2010 camaro ss   on zl1 rims runs good 2018 tags clean title>
      =================================================================================================
      	Buyer: It's a great car, low mileage, and clean title.
	Seller: Thanks for the info, sounds like a great car. Can you tell me a little bit more about the maintenance history and the condition of the interior?
	Buyer: Actually, I've had it serviced regularly and it runs great, 120 miles are very low for a 2010 model. And the interior is actually pretty clean and well-maintained, with no major stains or tears.
	Seller: I appreciate your transparency about the maintenance history, it really shows that the car has been well cared for. And I'm glad to hear that the interior is clean and well-maintained, that's a big plus.
	Buyer: I'm really interested in the car, and I think it's a great value. Can we discuss the price? I was thinking more along the lines of $12,000.
	Seller: Just to confirm, the car has a clean title, regular maintenance history, and low mileage, right? And you're thinking of selling it for $12,000?
	Buyer: That sounds like a fair deal, shall we say 11,800 takes my mind off of it?
	Seller: I think $11,500 is a fair price for a car with such a low mileage, regular maintenance history, and clean title. Would you be open to meeting in the middle at $11,500?
	Buyer: I think $11,800 is a bit lower than I was hoping for, but I'm willing to compromise. How about we meet at $11,600?
	Seller: I understand where you're coming from, but I think we can do better than that. Considering the car's low mileage and regular maintenance history, I was thinking more along the lines of $12,000.
	Buyer: I think we're getting close, so how about we meet right in the middle at eleven ninety.
	Seller: I'm glad we could come to an agreement. Your 2010 Camaro SS 6.2L auto with manual transmission and 120
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 11900.0
      =================================================================================================
      ",0.632882882882883,0.19594594594594594,0.36711711711711714,12,0.052740240240240245
14,a0506792-e0c2-49e0-a0a3-600a1d46e42b,2016 Raleigh Kodiak II 27.5 Upgraded Size L 2x10 spd.,"Got for sale a sweet 2016 Raleigh Kodiak II Full suspension w/120mm of travel front and back by Rock Shox with lockout on the front and 3 positions on the rear from Fox Factory w/Boost and Kashima Coating (pictured is the RT3 but that's not longer available) full SRAM's components i.e. SRAM XX rear der. (long cage) XO front der. XO grip shift, 175mm Race Face Turbine with CINCH technology 38/26, Praxis Works 11/40 cassette, KS Lev eTen remote (100mm travel) dropper post, and a sweet ass Roval Traverse Alloy boost+ wheelset w/DT's internals, SRAM Guide Hydro RS brakes (4 piston caliper) frame and fork is 15mm/12mm t/a and a nice Fizïk Tundra 2 kium rails. if you like to see the bike Monday's or Thursday's are the best as those are my day off, let me know if you have any questions and hit me up @",bike,2000.0,1520.0,2000.0,Accepted,1420.0,"	Buyer: I'm interested in the bike, but I was thinking more along the lines of $1,420.
	Seller: I think the lowest I would want to go is $1,200.
	Buyer: I can do $1,400, but I'd like to get it done today.
	Seller: I'm willing to pay $1,400, and I'd like to schedule a pickup or drop-off today.
	Buyer: That sounds like a good compromise, I can meet you at $1,420.
	Seller: That works for me, I'll meet you at $1,420.
	Buyer: Sounds good, I'll meet you at $1,420.
","[1420.0, 1200.0, 1400.0, 1400.0, 1420.0, 1420.0, 1420.0]","['init-price', 'counter-price', 'offer', 'insist', 'offer', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <2016 Raleigh Kodiak II 27.5 Upgraded Size L 2x10 spd.>
      =================================================================================================
      	Buyer: I'm interested in the bike, but I was thinking more along the lines of $1,420.
	Seller: I think the lowest I would want to go is $1,200.
	Buyer: I can do $1,400, but I'd like to get it done today.
	Seller: I'm willing to pay $1,400, and I'd like to schedule a pickup or drop-off today.
	Buyer: That sounds like a good compromise, I can meet you at $1,420.
	Seller: That works for me, I'll meet you at $1,420.
	Buyer: Sounds good, I'll meet you at $1,420.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 1420.0
      =================================================================================================
      ",1.4166666666666665,0.29,-0.41666666666666674,7,0.20238095238095236
15,a3350e93-cd7e-40ce-97e3-a88b04e8bb60,~~~STUDIO CHARM~~~,"*Private bath,*Fresh new look,* very near to Emeryville Bay Street,* West MAcArthur Bart 8 - 10 blocks away",housing,1400.0,1288.0,1400.0,Accepted,1335.0,"	Buyer: I really like this place, will you sell it to me for $1320?
	Seller: I'm really not sure about selling it for $1320. Can I have some room for negotiation? I'm thinking closer to $1400.
	Buyer: I understand where you're coming from, but I can only stretch to $1290.
	Seller: I'm thinking closer to $1400, but I can give you $1300 if you accept my counter-offer.
	Buyer: I could do $1330, but that's as high as I can go.
	Seller: I think the lowest I would want to go is $1350.
	Buyer: I could do $1325.
	Seller: I still think it's a bit too low. Can
	Buyer: How about $1335, is that something we can work with?
	Seller: Yes, I agree. Let's finalize the deal at $1335.
","[1320.0, 1320.0, 1290.0, 1400.0, 1330.0, 1350.0, 1325.0, 1350.0, 1335.0, 1335.0]","['init-price', 'insist', 'offer', 'offer', 'offer', 'counter-price', 'offer', 'insist', 'offer', 'agree']","
      =================================================================================================
      Negotiation for: <~~~STUDIO CHARM~~~>
      =================================================================================================
      	Buyer: I really like this place, will you sell it to me for $1320?
	Seller: I'm really not sure about selling it for $1320. Can I have some room for negotiation? I'm thinking closer to $1400.
	Buyer: I understand where you're coming from, but I can only stretch to $1290.
	Seller: I'm thinking closer to $1400, but I can give you $1300 if you accept my counter-offer.
	Buyer: I could do $1330, but that's as high as I can go.
	Seller: I think the lowest I would want to go is $1350.
	Buyer: I could do $1325.
	Seller: I still think it's a bit too low. Can
	Buyer: How about $1335, is that something we can work with?
	Seller: Yes, I agree. Let's finalize the deal at $1335.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 1335.0
      =================================================================================================
      ",0.1607142857142858,0.04642857142857143,0.8392857142857143,10,0.01607142857142858
16,ae688733-1034-4c21-876d-33fd30897cff,KONA woman's bicycle with panniers,"Includes two Jandd panniers, Kryptonite lock, Shimano Deore gear shifts with 9 settings, bell, mirror. Great for city shopping and short trips.",bike,200.0,120.0,200.0,Accepted,180.0,"	Buyer: Hi, I'm interested in the KONA woman's bicycle with panniers. Can you tell me a bit more about it?
	Seller: Great, I'd be happy to tell you more about it. It's a KONA woman's bicycle with panniers, and it includes two Jandd panniers, Kryptonite lock, Shimano Deore gear shifts with 9 settings, bell, and mirror. It's a great bike for city shopping and short trips, and it's a great option for anyone looking for a reliable and comfortable bike. The listing price is $200
	Buyer: That sounds like a great bike, I'm really interested in it. The price of $200 seems a bit steep for what I'm looking to spend. Can you tell me more about why you're asking that price?
	Seller: Thanks for the detailed specs. I understand you're looking for a reliable bike for city shopping and short trips. What's the story behind the Shimano Deore gear shifts?
	Buyer: Thanks for sharing more info about the bike. The Shimano Deore gear shifts are great for city shopping and short trips, but I was thinking, for a bike of this quality, could we discuss a price slightly lower than $200?
	Seller: I completely understand where you're coming from, and I appreciate your willingness to negotiate. As for the Shimano Deore gear shifts, I can see why you'd want them, but I'm originally looking for a slightly more affordable option. For a bike like this, I think the price is reflective of the quality and features it includes. How about we meet in the middle at $195?
	Buyer: I think we're getting closer. Would you be willing to come down to $185, considering the features and quality of the bike?
	Seller: Can you provide more information about the KONA woman's bicycle with panniers and why you're asking
	Buyer: I think we're getting closer. Would you be willing to come down to $185, considering the features and quality of the bike?
	Seller: Could you tell me more about the Shimano Deore gear shifts?
	Buyer: I think we're getting close, but I was thinking more along the lines of $180, considering the quality and features of the bike.
	Seller: I appreciate your willingness to negotiate, and I agree that the KONA woman's bicycle with panniers is a great value for the price. Considering the quality and features you mentioned, I think $180 is a fair price. However, I would like to discuss the Shimano Deore gear shifts in more detail. They are a great feature for city shopping and short trips, but I was thinking, for a bike of this quality, could we discuss a
","[-1.0, -1.0, -1.0, -1.0, -1.0, 195.0, 185.0, -1.0, 185.0, -1.0, 180.0, 180.0]","['intro', 'inform', 'initiate-price', 'intro', 'informant', 'offer', 'offer', 'ask_inform', 'offer', 'inform', 'counter-price', 'agree']","
      =================================================================================================
      Negotiation for: <KONA woman's bicycle with panniers>
      =================================================================================================
      	Buyer: Hi, I'm interested in the KONA woman's bicycle with panniers. Can you tell me a bit more about it?
	Seller: Great, I'd be happy to tell you more about it. It's a KONA woman's bicycle with panniers, and it includes two Jandd panniers, Kryptonite lock, Shimano Deore gear shifts with 9 settings, bell, and mirror. It's a great bike for city shopping and short trips, and it's a great option for anyone looking for a reliable and comfortable bike. The listing price is $200
	Buyer: That sounds like a great bike, I'm really interested in it. The price of $200 seems a bit steep for what I'm looking to spend. Can you tell me more about why you're asking that price?
	Seller: Thanks for the detailed specs. I understand you're looking for a reliable bike for city shopping and short trips. What's the story behind the Shimano Deore gear shifts?
	Buyer: Thanks for sharing more info about the bike. The Shimano Deore gear shifts are great for city shopping and short trips, but I was thinking, for a bike of this quality, could we discuss a price slightly lower than $200?
	Seller: I completely understand where you're coming from, and I appreciate your willingness to negotiate. As for the Shimano Deore gear shifts, I can see why you'd want them, but I'm originally looking for a slightly more affordable option. For a bike like this, I think the price is reflective of the quality and features it includes. How about we meet in the middle at $195?
	Buyer: I think we're getting closer. Would you be willing to come down to $185, considering the features and quality of the bike?
	Seller: Can you provide more information about the KONA woman's bicycle with panniers and why you're asking
	Buyer: I think we're getting closer. Would you be willing to come down to $185, considering the features and quality of the bike?
	Seller: Could you tell me more about the Shimano Deore gear shifts?
	Buyer: I think we're getting close, but I was thinking more along the lines of $180, considering the quality and features of the bike.
	Seller: I appreciate your willingness to negotiate, and I agree that the KONA woman's bicycle with panniers is a great value for the price. Considering the quality and features you mentioned, I think $180 is a fair price. However, I would like to discuss the Shimano Deore gear shifts in more detail. They are a great feature for city shopping and short trips, but I was thinking, for a bike of this quality, could we discuss a
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 180.0
      =================================================================================================
      ",-0.5,0.1,0.5,12,-0.041666666666666664
17,8f89250b-64a7-4153-855d-baea499922fc,SMARTPHONE LEATHER BELT HOLSTER,"or email me at: rocksmith281@gmail for further information. I ONLY DO IN PERSON TRANSACTIONS, NO TRADES, CASH ONLY.,This stylish textured leather belt holster is big enough to accommodate the iPhone, Samsung, HTC, and many more. Features a felt lined interior for maximum protection, a solid metal clip and magnetic latch.,Specifications",phone,30.0,22.0,30.0,Accepted,23.25,"	Buyer: Hi, I'm really interested in the smartphone leather belt holster. Can we discuss the price?
	Seller: Great to finally meet you about the holster. I'm really interested in it too. How about we discuss the price?
	Buyer: I'd say your asking price is reasonable, but I was thinking more along the lines of $25.
	Seller: I agree, $25 is a fair price. However, I was thinking more along the lines of $22.
	Buyer: I was thinking $20, would that work for you?
	Seller: Alright, $23.25. Let's finalize the deal.
","[-1.0, -1.0, 25.0, 25.0, 20.0, 23.25]","['intro', 'intro', 'offer', 'counter-price', 'offer', 'agree']","
      =================================================================================================
      Negotiation for: <SMARTPHONE LEATHER BELT HOLSTER>
      =================================================================================================
      	Buyer: Hi, I'm really interested in the smartphone leather belt holster. Can we discuss the price?
	Seller: Great to finally meet you about the holster. I'm really interested in it too. How about we discuss the price?
	Buyer: I'd say your asking price is reasonable, but I was thinking more along the lines of $25.
	Seller: I agree, $25 is a fair price. However, I was thinking more along the lines of $22.
	Buyer: I was thinking $20, would that work for you?
	Seller: Alright, $23.25. Let's finalize the deal.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 23.25
      =================================================================================================
      ",0.6875,0.225,0.3125,6,0.11458333333333333
18,6aee3e1a-dadd-46fb-a701-b63fdaa4cdd4,"2013 mercedes c250 *navigation* clean - $12,000","Up for sale is a 2013 c250 with only  45k. Interior is loaded with technology and in new condition, the paint is immaculate on the exterior. The tires are new. Additional options include:,Navigation,Attention Assist (warns you if your drowsy),Automatic Windsheild Wipers,Bluetooth Audio Connectivity (for audio),Bluetooth Phone Connectivity (for phone calls),USB Connectivity",car,12000.0,9120.0,12000.0,Accepted,12000.0,"	Buyer: Hi, I'm very interested in the 2013 Mercedes C250 with navigation that you have listed. Can you tell me a bit more about the car's condition and features?
	Seller: Additionally, the car has been serviced regularly, and the tires have been
","[-1.0, -1.0]","['intro', 'agree']","
      =================================================================================================
      Negotiation for: <2013 mercedes c250 *navigation* clean - $12,000>
      =================================================================================================
      	Buyer: Hi, I'm very interested in the 2013 Mercedes C250 with navigation that you have listed. Can you tell me a bit more about the car's condition and features?
	Seller: Additionally, the car has been serviced regularly, and the tires have been
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 12000.0
      =================================================================================================
      ",-1.0,0.0,0.0,2,-0.5
19,e049bc9d-177f-4f9d-9cb2-d1f8c2562052,Unlocked Brand New Apple iphone 7 Plus 128GB Jet Black,"We have rose gold, matte black and gold color too.,This phone is unlocked. You can use the phones in all GSM SIM CARD carriers such as AT&T/T-Mobile or international",phone,780.0,717.0,780.0,Accepted,670.0,"	Buyer: Hi, I'm interested in the unlocked Apple iPhone 7 Plus 128GB Jet Black. Can you tell me a bit more about it?
	Seller: It's a great device, but it's a bit pricey, especially considering it's unlocked and comes with a charger. We could potentially get it for $5 less if you were willing to meet me in the middle.
	Buyer: I've done some research on the iPhone 7 Plus and it seems like this particular model is in good condition, with no major scratches or damage. The price seems to be on par with what I've seen online for unlocked and refurbished units, though.
	Seller: I understand your price point, I can see why you'd want to keep it affordable. Based on your research, I was thinking maybe we could meet in the middle at $3.
	Buyer: That's still a bit of a stretch for me, but I can work with $650 on the table.
	Seller: How about we meet
	Buyer: I could stretch up to $680.
	Seller: I can do $670, that's my final offer.
	Buyer: Eh, fine. $670.
","[-1.0, 5.0, -1.0, 3.0, 650.0, 3.0, 680.0, 670.0, 670.0]","['intro', 'counter-price', 'inform', 'offer', 'offer', 'offer', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Unlocked Brand New Apple iphone 7 Plus 128GB Jet Black>
      =================================================================================================
      	Buyer: Hi, I'm interested in the unlocked Apple iPhone 7 Plus 128GB Jet Black. Can you tell me a bit more about it?
	Seller: It's a great device, but it's a bit pricey, especially considering it's unlocked and comes with a charger. We could potentially get it for $5 less if you were willing to meet me in the middle.
	Buyer: I've done some research on the iPhone 7 Plus and it seems like this particular model is in good condition, with no major scratches or damage. The price seems to be on par with what I've seen online for unlocked and refurbished units, though.
	Seller: I understand your price point, I can see why you'd want to keep it affordable. Based on your research, I was thinking maybe we could meet in the middle at $3.
	Buyer: That's still a bit of a stretch for me, but I can work with $650 on the table.
	Seller: How about we meet
	Buyer: I could stretch up to $680.
	Seller: I can do $670, that's my final offer.
	Buyer: Eh, fine. $670.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 670.0
      =================================================================================================
      ",2.492063492063492,0.14102564102564102,-1.492063492063492,9,0.2768959435626102
20,96dfb572-e670-47c4-93ee-5b933eada529,A 4 bedroom single family house for rent in central Fremont,"This is a single family house in an excellent condition. It will be available for move-in on July 2017. It's in a very nice and quiet community with great school district. Email me for viewing or further information. Thanks.,Huge living room and family room, plus 4 spacious bedrooms,2 generous bathrooms with bathtubs,Great school district (Oliveira elementary, Thornton junior high, American high),Few mins drive to Bart and Lucky and 99 Supermarkets",housing,3200.0,2432.0,3200.0,Accepted,5.0,"	Buyer: Hi, I'm interested in the 4 bedroom single family house for rent in central Fremont. Can you tell me more about it?
	Seller: Still, can I buy it for $5? I'm on a tight budge
	Buyer: While I appreciate your willingness to make a deal, I'm not sure $5 is a realistic offer. Would you be willing to provide more information about the house and its features before discussing price?
	Seller: Actually, the house has a lot of great features such as a huge living room and family room, 4 spacious bedrooms, two generous bathrooms with bathtubs, and a very nice community in central Fremont. If I could have more information about the house, I would appreciate that.
	Buyer: I'm glad to hear that the house has a lot of great features. I'm still interested in learning more about it. Can I see some pictures or a virtual tour of the place?
	Seller: Actually, the house has a lot of great features such as a huge living room and family room, 4 spacious bedrooms, two generous bathrooms with bathtubs, and a very nice community in central Fremont. If I could have more information about the house, I would appreciate that.
	Buyer: I'm still interested in the house, could we discuss the price in terms of a monthly rent?
	Seller: I'll show you some pictures and a virtual tour of the house right now. It's a beautiful place. It's got a huge living room and family room, 4 spacious bedrooms, two generous bathrooms with bathtubs, and a great community in central Fremont.
","[-1.0, 5.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['intro', 'insist', 'inform', 'inform', 'intro', 'inform', 'offer', 'agree']","
      =================================================================================================
      Negotiation for: <A 4 bedroom single family house for rent in central Fremont>
      =================================================================================================
      	Buyer: Hi, I'm interested in the 4 bedroom single family house for rent in central Fremont. Can you tell me more about it?
	Seller: Still, can I buy it for $5? I'm on a tight budge
	Buyer: While I appreciate your willingness to make a deal, I'm not sure $5 is a realistic offer. Would you be willing to provide more information about the house and its features before discussing price?
	Seller: Actually, the house has a lot of great features such as a huge living room and family room, 4 spacious bedrooms, two generous bathrooms with bathtubs, and a very nice community in central Fremont. If I could have more information about the house, I would appreciate that.
	Buyer: I'm glad to hear that the house has a lot of great features. I'm still interested in learning more about it. Can I see some pictures or a virtual tour of the place?
	Seller: Actually, the house has a lot of great features such as a huge living room and family room, 4 spacious bedrooms, two generous bathrooms with bathtubs, and a very nice community in central Fremont. If I could have more information about the house, I would appreciate that.
	Buyer: I'm still interested in the house, could we discuss the price in terms of a monthly rent?
	Seller: I'll show you some pictures and a virtual tour of the house right now. It's a beautiful place. It's got a huge living room and family room, 4 spacious bedrooms, two generous bathrooms with bathtubs, and a great community in central Fremont.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 5.0
      =================================================================================================
      ",7.3203125,0.9984375,-6.3203125,8,0.9150390625
